COM,LIBCOM,DEC_PIMP19,DEC_TP6019,DEC_Q119,DEC_MED19,DEC_Q319,DEC_EQ19,DEC_D119,DEC_D219,DEC_D319,DEC_D419,DEC_D619,DEC_D719,DEC_D819,DEC_D919,DEC_RD19,DEC_S80S2019,DEC_GI19,DEC_PACT19,DEC_PTSA19,DEC_PCHO19,DEC_PBEN19,DEC_PPEN19,DEC_PAUT19,DEC_NOTE19
33318,Pessac,NA,NA,16498,24253,33529,0.7375,9731,14656.5,18224,21357,27404.5,31263,36392.5,45890.5,6.64,7.585,0.33215,70.775,64.105,2.77,3.9,25.035,4.19,0
33366,Saint-André-de-Cubzac,56.2,20.033333333333335,14603.333333333334,21090,28083.333333333332,0.64,8526.666666666666,12976.666666666666,16060,18580,23456.666666666668,26363.333333333332,30136.666666666668,36676.666666666664,4.433333333333334,5.566666666666666,0.2996666666666667,73.8,66.53333333333333,3.533333333333333,3.7333333333333334,22.066666666666666,4.133333333333333,0
33449,Saint-Médard-en-Jalles,69.89,NA,19252,26524,35149,0.604,12492,17420,20815,23781,29519,33079,37865,46347,3.87,4.84,0.28400000000000003,70.37,64.56,2.6,3.21,25.99,3.64,0
33519,Le Taillan-Médoc,NA,NA,19903.333333333332,27206.666666666668,36666.666666666664,0.6166666666666667,13173.333333333334,18243.333333333332,21510,24280,30563.333333333332,34290,39613.333333333336,47443.333333333336,3.7,4.833333333333333,0.2906666666666667,72.13333333333333,65.86666666666666,2.4,3.8666666666666667,23.6,4.266666666666667,0
33522,Talence,59.54615384615384,24.56153846153846,14064.615384615385,22478.46153846154,32331.53846153846,0.84,6550,11951.538461538461,16026.923076923076,19136.923076923078,25797.69230769231,29822.30769230769,35246.92307692308,44832.307692307695,13.161538461538461,10.46923076923077,0.36415384615384616,72.65384615384616,64.23076923076923,3.1846153846153844,5.2384615384615385,23.092307692307692,4.253846153846154,0.15384615384615385
33529,La Teste-de-Buch,NA,NA,16727.777777777777,24041.11111111111,34376.666666666664,0.7233333333333333,10787.777777777777,15184.444444444445,18172.222222222223,21021.11111111111,27332.222222222223,31590,37604.444444444445,49054.444444444445,4.611111111111111,6.344444444444444,0.34111111111111114,54.91111111111111,44.94444444444444,3.088888888888889,6.877777777777778,37.15555555555555,7.933333333333333,0
33550,Villenave-d'Ornon,NA,NA,16027,22747,30447,0.648,9720,14289,17348,20142,25475,28540,32677,39640,4.6,5.84,0.3019,71.19,64.31,3.09,3.79,24.65,4.16,0.1
34003,Agde,NA,NA,10763.333333333334,17917.777777777777,25885.555555555555,0.8866666666666667,4872.222222222223,9205.555555555555,12276.666666666666,15108.888888888889,20811.11111111111,23883.333333333332,28210,36401.11111111111,NA,47.855555555555554,0.3858888888888889,47.666666666666664,37.7,4.711111111111111,5.2555555555555555,44.08888888888889,8.244444444444444,0
34032,Béziers,NA,50.59310344827586,6123.793103448276,12907.586206896553,20860,1.296896551724138,1942.0689655172414,4741.724137931034,7553.103448275862,10228.620689655172,15770.689655172413,18997.931034482757,23233.103448275862,31067.931034482757,NA,NA,0.4740344827586207,56.689655172413794,NA,NA,NA,37.813793103448276,5.496551724137931,0
34057,Castelnau-le-Lez,NA,NA,16495,26043.333333333332,38141.666666666664,0.8216666666666667,9133.333333333334,14520,18425,22250,30073.333333333332,34960,42280,55593.333333333336,6.183333333333334,8.383333333333333,0.37816666666666665,68.35,57.949999999999996,2.95,7.45,24.6,7.05,0
34108,Frontignan,NA,NA,13712.5,20086.25,27165,0.6825,8002.5,12228.75,15162.5,17516.25,22483.75,25308.75,29110,36011.25,4.8625,6.2625,0.312625,63.1125,55.4,3.8,3.9125,31.175,5.7124999999999995,0
34123,Juvignac,62.5,19.6,15265,23045,32565,0.755,8305,13375,17150,20110,26430,30280,35345,46445,5.65,7.45,0.3565,64.85,53.9,3.5,7.449999999999999,28.299999999999997,6.85,0
34129,Lattes,NA,NA,17590,25524.285714285714,35375.71428571428,0.6985714285714285,11211.42857142857,15795.714285714286,19305.714285714286,22467.14285714286,29137.14285714286,32937.142857142855,38148.57142857143,49057.142857142855,4.5285714285714285,6.1,0.3325714285714286,63.385714285714286,54.31428571428572,2.9857142857142858,6.085714285714285,29.142857142857142,7.4714285714285715,0
34145,Lunel,46.2125,34.375,10496.25,17456.25,25023.75,0.85625,4952.5,8718.75,11980,14802.5,20158.75,23158.75,27133.75,33688.75,8.5125,10.05,0.368625,64.6875,55.3875,4.6375,4.6625,30,5.3125,0
34154,Mauguio,NA,NA,16821.666666666668,23985,33058.333333333336,0.6816666666666666,10466.666666666666,15073.333333333334,18303.333333333332,21246.666666666668,27046.666666666668,30780,35490,45038.333333333336,4.5,6.083333333333333,0.32516666666666666,62,54.61666666666667,2.85,4.533333333333333,30.1,7.9,0
34157,Mèze,47.333333333333336,29.133333333333333,11763.333333333334,18520,26256.666666666668,0.79,5740,9976.666666666666,13370,15946.666666666666,21213.333333333332,24403.333333333332,28826.666666666668,36006.666666666664,6.800000000000001,8.966666666666667,0.3646666666666667,49.766666666666666,41.1,3.666666666666667,5,43.43333333333333,6.8,0
34172,Montpellier,50.679761904761904,36.93214285714286,10111.07142857143,18491.309523809523,28561.190476190477,1.0373809523809523,3739.285714285714,8218.214285714286,11926.309523809523,15242.02380952381,21977.85714285714,26012.97619047619,31608.333333333332,41644.52380952381,NA,39.55119047619048,0.4195,69.38452380952381,58.12023809523809,4.816666666666666,6.447619047619048,25.451190476190476,5.164285714285715,0
34301,Sète,NA,NA,10772.222222222223,17845,26853.333333333332,0.9405555555555556,4630,8961.666666666666,12315.555555555555,15208.333333333334,20865,24563.88888888889,29391.666666666668,38073.333333333336,NA,18.211111111111112,0.39916666666666667,51.88333333333333,41.72222222222222,4.5,5.661111111111111,41.727777777777774,6.388888888888888,0
34337,Villeneuve-lès-Maguelone,59.46666666666667,18.433333333333334,15610,22516.666666666668,31013.333333333332,0.6833333333333333,9400,13766.666666666666,17126.666666666668,19780,25400,28800,33653.333333333336,41530,4.533333333333333,5.733333333333333,0.31366666666666665,68.1,59.53333333333333,3.3000000000000003,5.266666666666667,26.066666666666666,5.833333333333333,0
35024,Betton,NA,NA,20445,27842.5,36830,0.595,14262.5,18745,22032.5,25072.5,30977.5,34427.5,39512.5,49825,3.675,4.675,0.2875,70.05000000000001,63.675,2.25,4.125,24.475,5.475,0.25
35047,Bruz,NA,NA,18753.333333333332,26206.666666666668,35428.333333333336,0.6366666666666667,11471.666666666666,16921.666666666668,20380,23273.333333333332,29585,33280,38486.666666666664,48425,4.416666666666667,6.15,0.33016666666666666,69.86666666666666,63.63333333333333,2.1833333333333336,4.05,23.066666666666666,7.066666666666666,0
35051,Cesson-Sévigné,73.4,NA,20868,29714,41182,0.6859999999999999,13870,18954,22680,26306,33234,38086,44472,55624,4.26,5.52,0.311,63.9,57.98,1.82,4.1,30.22,5.88,0
35055,Chantepie,NA,NA,16803.333333333332,25216.666666666668,34163.333333333336,0.6933333333333334,10050,14643.333333333334,18783.333333333332,21890,28146.666666666668,31846.666666666668,36600,44336.666666666664,4.533333333333333,5.866666666666666,0.313,67.43333333333334,61.56666666666667,2.533333333333333,3.3333333333333335,27.5,5.066666666666666,0
35093,Dinard,NA,NA,16807.5,25572.5,37087.5,0.7925,10220,14827.5,18592.5,22052.5,29385,34007.5,40990,53127.5,5.35,7.45,0.368,40.775,33.425,2.3,5.05,50.6,8.625,0
35115,Fougères,NA,NA,13099,19064,25604,0.663,6336,11334,14440,16844,21300,24010,27683,34344,8.59,8.7,0.3368,60.33,54.11,2.8200000000000003,3.4,35.39,4.28,0
35210,Pacé,NA,NA,21170,29147.5,39805,0.6425000000000001,14760,19350,22890,25852.5,32837.5,37440,43217.5,54042.5,3.8000000000000003,5.225,0.31375,70.475,63.75,2,4.725,21.5,8.025,0
35238,Rennes,NA,NA,13010.240963855422,21712.409638554218,32005.060240963856,0.931566265060241,5798.55421686747,10937.590361445784,14897.349397590362,18300.602409638555,25303.975903614457,29506.746987951807,35210.843373493975,45327.7108433735,NA,NA,0.38974698795180723,69.98915662650603,NA,NA,NA,25.03132530120482,4.9795180722891565,0.024096385542168676
35281,Saint-Jacques-de-la-Lande,57.833333333333336,23.1,13890,20536.666666666668,27836.666666666668,0.6833333333333333,7340,11990,15453.333333333334,18076.666666666668,22873.333333333332,25923.333333333332,30076.666666666668,36700,5.133333333333333,6.4,0.313,74.86666666666666,68.23333333333333,3.2666666666666666,3.3666666666666667,22.4,2.7333333333333334,0
35288,Saint-Malo,NA,NA,15357,22797,32386.5,0.746,8832,13548.5,16842.5,19755.5,25921,29785.5,35650,46137.5,5.77,7.835,0.36415000000000003,52.105000000000004,44.08,2.84,5.185,39.03,8.865,0.05
35360,Vitré,NA,NA,15577.142857142857,21705.714285714286,29770,0.6585714285714286,9824.285714285714,14017.142857142857,16898.571428571428,19388.571428571428,24371.428571428572,27635.714285714286,32077.14285714286,40015.71428571428,4.485714285714286,5.985714285714286,0.3182857142857143,68.92857142857143,62.01428571428571,2.7142857142857144,4.2,25.15714285714286,5.914285714285715,0
36044,Châteauroux,NA,NA,11163.5,18087,25645,0.8775000000000001,5098.5,9411.5,12810.5,15508,20648.5,23738.5,27898.5,34920.5,NA,70.73,0.37505,60.865,NA,NA,NA,35.17,3.965,0
36088,Issoudun,NA,NA,13050,19591.666666666668,26521.666666666668,0.6933333333333334,6206.666666666667,11181.666666666666,14731.666666666666,17166.666666666668,22045,24940,28223.333333333332,35018.333333333336,7.616666666666667,8,0.33016666666666666,58.85,53.11666666666667,2.8,2.9333333333333336,36.68333333333333,4.466666666666667,0
37003,Amboise,NA,NA,14102,20808,29114,0.734,8046,12494,15394,18256,23854,27040,31586,39640,5.8,7.38,0.3408,58.96,51.82,3.56,3.58,36.16,4.88,0
37050,Chambray-lès-Tours,NA,NA,16237.5,23505,32572.5,0.7025,9515,14632.5,17755,20717.5,26492.5,30365,35597.5,44830,5.075,6.475,0.3305,62.6,56.95,2.525,3.125,31.5,5.9,0
37109,Fondettes,NA,NA,20573.333333333332,28313.333333333332,39136.666666666664,0.6533333333333333,14406.666666666666,18946.666666666668,22210,25246.666666666668,31736.666666666668,36373.333333333336,42540,55513.333333333336,3.8666666666666667,5.366666666666667,0.334,65.43333333333334,57.03333333333333,1.9,6.5,26.766666666666666,7.8,0
37122,Joué-lès-Tours,NA,NA,12735.625,19090,26357.5,0.79,6763.75,11116.875,14195.625,16648.125,21613.125,24593.75,28468.75,35242.5,NA,13.637500000000001,0.336625,62.56875,56.7125,3.5625,2.29375,34.1375,3.29375,0
37156,Montlouis-sur-Loire,NA,NA,17124,23772,31448,0.61,11210,15656,18688,21118,26448,29454,33714,40204,3.84,4.92,0.2824,67.24,61.38,2.36,3.5,29.38,3.38,0
37195,La Riche,NA,NA,12492.5,20160,27902.5,0.79,5822.5,10700,14355,17442.5,22952.5,25907.5,30090,38660,15.549999999999999,11.4,0.3515,69.525,62.475,3.35,3.7,26.775,3.6999999999999997,0
37208,Saint-Avertin,NA,NA,19340,27771.428571428572,39005.71428571428,0.7185714285714285,12680,17325.714285714286,21090,24308.571428571428,31784.285714285714,36274.28571428572,42452.857142857145,53354.28571428572,4.571428571428571,6.185714285714286,0.3301428571428571,61.7,54.885714285714286,1.8142857142857143,5,32.4,5.9,0
37214,Saint-Cyr-sur-Loire,NA,NA,18900,27156,38154,0.71,12516,17150,20544,23750,30862,35276,41968,55524,4.68,6.36,0.346,60.96,53.74,2.16,5.06,32.2,6.84,0
37233,Saint-Pierre-des-Corps,NA,NA,9707.142857142857,16025.714285714286,22322.85714285714,0.8471428571428571,4514.285714285715,8285.714285714286,11338.57142857143,13762.857142857143,18267.14285714286,20874.285714285714,24067.14285714286,29310,NA,16.6,0.3477142857142857,64.02857142857142,57.4,4.871428571428572,1.7571428571428571,34.1,1.8714285714285714,0
37261,Tours,NA,NA,12105.17857142857,19615.35714285714,28435.714285714286,0.8901785714285714,5763.928571428572,10344.642857142857,13732.67857142857,16723.035714285714,22733.75,26270,31074.64285714286,39594.642857142855,NA,34.36785714285714,0.3713392857142857,66.80535714285715,NA,NA,NA,29.323214285714286,3.8714285714285714,0
38053,Bourgoin-Jallieu,51.87777777777778,32.6,11004.444444444445,18122.222222222223,26060,0.8544444444444445,5556.666666666667,9378.888888888889,12530,15257.777777777777,20982.222222222223,24141.11111111111,28175.555555555555,35276.666666666664,6.9,9.022222222222222,0.3642222222222222,68.12222222222222,61.5,3.8,2.822222222222222,28.177777777777777,3.7,0
38151,Échirolles,NA,NA,10718.333333333334,16851.666666666668,24329.166666666668,0.8958333333333334,5387.5,9209.166666666666,11907.5,14509.166666666666,19548.333333333332,22600,26359.166666666668,32297.5,18.566666666666666,12.241666666666667,0.352,63.15,57.35,4.025,1.775,34.38333333333333,2.466666666666667,0
38158,Eybens,NA,NA,16170,23716.666666666668,32396.666666666668,0.69,9246.666666666666,14303.333333333334,17913.333333333332,21036.666666666668,26480,30213.333333333332,35053.333333333336,43656.666666666664,5,6.133333333333334,0.315,69.56666666666666,64.3,2.4,2.8666666666666667,26.166666666666664,4.266666666666667,0
38169,Fontaine,50.78,28.82,11987,18525,25654,0.75,6147,10296,13479,16131,21066,23931,27760,33611,6.22,7.49,0.3248,68.77,62.68,3.57,2.52,28.67,2.56,0
38185,Grenoble,NA,NA,12754.328358208955,20876.86567164179,30679.402985074626,0.8973134328358209,5775.9701492537315,10777.76119402985,14447.462686567163,17689.850746268658,24297.611940298506,28321.79104477612,33420.59701492537,42062.835820895525,NA,12.302985074626866,0.3702537313432836,70.94179104477612,NA,NA,NA,25.008955223880598,4.049253731343284,0
38193,L'Isle-d'Abeau,55.64,30.58,11918,18966,27058,0.828,6610,10486,13436,16362,21878,25090,29412,36710,7.02,8.04,0.3456,84.56,78.1,4.0200000000000005,2.44,13.68,1.76,0
38229,Meylan,75.55714285714286,NA,21512.85714285714,31472.85714285714,44691.42857142857,0.7242857142857143,13448.57142857143,19270,23782.85714285714,27650,36058.57142857143,41401.42857142857,48780,63740,4.685714285714286,6.114285714285715,0.3362857142857143,59.714285714285715,52.25714285714286,1.7285714285714286,5.728571428571429,31.885714285714286,8.4,0
38317,Le Pont-de-Claix,NA,NA,12360,18516,24666,0.7020000000000001,6776,10818,13660,16096,20750,23160,26520,31828,7.539999999999999,7.24,0.3048,69.76,64.34,3.8,1.6199999999999999,28.5,1.74,0
38382,Saint-Égrève,NA,NA,17644.285714285714,25615.714285714286,34604.28571428572,0.6671428571428571,10854.285714285714,15654.285714285714,19380,22591.428571428572,28635.714285714286,32331.428571428572,37278.57142857143,45541.42857142857,4.442857142857143,5.5,0.2987142857142857,67.71428571428571,63.15714285714286,1.9857142857142855,2.5714285714285716,27.814285714285713,4.4714285714285715,0.14285714285714285
38421,Saint-Martin-d'Hères,NA,NA,13065.454545454546,19676.363636363636,26874.545454545456,0.7145454545454546,6967.272727272727,11380.90909090909,14541.818181818182,17087.272727272728,22340.909090909092,25220.909090909092,28902.727272727272,35066.36363636364,6.445454545454545,7.409090909090909,0.32127272727272727,70.4,64.52727272727273,3.3636363636363638,2.509090909090909,25.581818181818182,4.0181818181818185,0
38474,Sassenage,NA,NA,18447.5,25155,33325,0.5925,12060,16650,19942.5,22587.5,27682.5,30952.5,35710,43130,3.6,4.55,0.28075,68.25,63.449999999999996,2.2,2.6,26.775,4.975,0
38485,Seyssinet-Pariset,NA,NA,17274,24096,32596,0.636,11212,15660,18730,21508,27020,30450,35114,42398,3.84,5.2,0.3068,65.28,59.48,2.38,3.42,28.36,6.36,0
38544,Vienne,51.46666666666667,32.21666666666667,11550,18692.5,27405.833333333332,0.88,5343.333333333333,9845,12953.333333333334,15898.333333333334,21629.166666666668,25192.5,29990.833333333332,38494.166666666664,12.375,10.566666666666666,0.37116666666666664,68.86666666666667,61.525,3.85,3.4916666666666667,27.266666666666666,3.8666666666666667,0
38553,Villefontaine,NA,NA,11161.42857142857,17481.428571428572,24995.714285714286,0.8242857142857143,6268.571428571428,9754.285714285714,12397.142857142857,14935.714285714286,20410,23321.428571428572,27291.428571428572,33454.28571428572,6.285714285714286,7.557142857142857,0.33385714285714285,78.07142857142857,71.3,4.771428571428571,2,20.4,1.5285714285714285,0.14285714285714285
38563,Voiron,NA,NA,14075,21337.5,29820,0.7525000000000001,8310,12382.5,15680,18602.5,24185,27697.5,32396.25,40843.75,5.9624999999999995,7.85,0.35025,63.9375,56.8125,3.075,4.05,30.3875,5.675,0
39198,Dole,NA,NA,11570,18490.909090909092,26071.81818181818,0.8309090909090909,5695.454545454545,9785.454545454546,13236.363636363636,15982.727272727272,21006.363636363636,24241.81818181818,28448.18181818182,36449.09090909091,NA,15.690909090909091,0.37663636363636366,59.345454545454544,NA,NA,NA,36.75454545454546,3.9,0
39300,Lons-le-Saunier,NA,NA,12302.857142857143,19082.85714285714,27368.571428571428,0.8314285714285714,6087.142857142857,10670,13760,16350,22074.285714285714,25362.85714285714,29835.714285714286,37067.142857142855,24.957142857142856,11.514285714285714,0.3697142857142857,57.68571428571428,51.214285714285715,3.157142857142857,3.314285714285714,37.871428571428574,4.442857142857143,0
39478,Saint-Claude,49.125,30.1,12007.5,18067.5,24607.5,0.7050000000000001,6767.5,10530,13212.5,15750,20420,23032.5,26785,33755,5.075,6.325,0.32075,61.45,55.474999999999994,3.5,2.475,35.125,3.425,0
40046,Biscarrosse,58.825,16.525,15955,22535,30470,0.6475,10100,14385,17320,19915,25015,28345,32577.5,40725,4.35,5.6,0.30675,52.75,44.1,3.625,5.025,41.025000000000006,6.2250000000000005,0
40088,Dax,NA,NA,11681.25,18440,26605,0.8225,5018.75,9750,13223.75,15868.75,21403.75,24597.5,28771.25,37201.25,12,11.425,0.372375,55.825,46.65,3.7875,5.3875,39.1125,5.0625,0
40192,Mont-de-Marsan,NA,NA,14105.454545454546,20785.454545454544,28445.454545454544,0.7236363636363636,7931.818181818182,12345.454545454546,15581.818181818182,18304.545454545456,23387.272727272728,26514.545454545456,30776.363636363636,38018.181818181816,9.254545454545454,9.190909090909091,0.3321818181818182,62.45454545454545,56.03636363636364,2.5545454545454547,3.8636363636363638,33.20909090909091,4.336363636363636,0
40279,Saint-Paul-lès-Dax,53.16,20.48,14426,20704,28010,0.664,8368,12922,15834,18404,23216,26196,30476,37066,4.8,6.14,0.3132,53.86,47.120000000000005,3.2,3.54,41.16,4.98,0
40312,Tarnos,NA,NA,16070,22438,29274,0.59,10166,14548,17428,20050,24652,27354,31252,37314,3.7399999999999998,4.76,0.2826,64.26,56.82,3.2399999999999998,4.2,31.16,4.58,0
41018,Blois,NA,NA,10570.5,17388,25284.5,0.9119999999999999,4591,8803,12111,14785.5,20123.5,23367.5,27770,35490,NA,15.93,0.3824,64.29,NA,NA,NA,32.555,3.155,0
41194,Romorantin-Lanthenay,NA,NA,12100,18376.666666666668,25311.11111111111,0.7777777777777778,6310,10497.777777777777,13583.333333333334,16037.777777777777,20915.555555555555,23634.444444444445,27436.666666666668,34116.666666666664,14.911111111111111,10.4,0.34299999999999997,56.12222222222222,NA,NA,NA,39.53333333333333,4.344444444444444,0
41269,Vendôme,NA,NA,13414.285714285714,19888.571428571428,27741.428571428572,0.7457142857142858,7187.142857142857,11744.285714285714,14961.42857142857,17475.714285714286,22495.714285714286,25775.714285714286,30392.85714285714,37935.71428571428,12.428571428571429,9.057142857142857,0.34585714285714286,56.84285714285714,49.385714285714286,3.657142857142857,3.8,38.52857142857143,4.628571428571429,0
42044,Le Chambon-Feugerolles,NA,NA,10408.333333333334,16258.333333333334,22071.666666666668,0.7483333333333333,4473.333333333333,8715,11675,14128.333333333334,18225,20585,23591.666666666668,28251.666666666668,13.25,9.166666666666666,0.32666666666666666,60.55,53.81666666666666,4.533333333333333,2.2,37.333333333333336,2.1166666666666667,0
42095,Firminy,42.5,35.2,10280,16660,23045.555555555555,0.7844444444444444,4461.111111111111,8724.444444444445,11625.555555555555,14126.666666666666,18751.11111111111,21490,24896.666666666668,30296.666666666668,8.166666666666666,9.166666666666666,0.342,57.71111111111111,51.21111111111111,4.111111111111111,2.388888888888889,39.41111111111111,2.8777777777777778,0
42147,Montbrison,NA,NA,13745,19636.666666666668,27151.666666666668,0.7016666666666667,7943.333333333333,12106.666666666666,15038.333333333334,17393.333333333332,22253.333333333332,25385,29476.666666666668,36848.333333333336,6.266666666666667,7.416666666666666,0.3298333333333333,61.9,54.68333333333334,3.2333333333333334,3.9833333333333334,33.016666666666666,5.083333333333333,0
42184,Riorges,NA,NA,15194,21152,28540,0.63,8830,13578,16368,18798,23596,26612,31002,39420,4.48,6.16,0.332,58.9,52.16,2.42,4.32,35.46,5.64,0
42186,Rive-de-Gier,NA,NA,10392,16294,22826,0.796,4780,8892,11658,13970,18878,21486,24350,29314,12.28,9.08,0.3316,66.96,60.44,4.46,2.06,30.66,2.38,0
42187,Roanne,NA,NA,10188,16982,23866.666666666668,0.826,3664,8398.666666666666,11743.333333333334,14530.666666666666,19328.666666666668,22142,25790.666666666668,32272.666666666668,NA,14.286666666666667,0.37306666666666666,57.92666666666667,51.00666666666667,3.7600000000000002,3.16,38.72666666666667,3.3466666666666667,0
42189,Roche-la-Molière,54.55,18.35,15030,20860,27637.5,0.605,9405,13567.5,16275,18587.5,23200,26020,29510,35660,3.775,4.8,0.28375,63.325,57.8,2.775,2.75,33.45,3.225,0
42207,Saint-Chamond,NA,NA,11472.5,17880,24818.125,0.765,5949.375,9971.25,12856.875,15440,20331.25,23081.875,26635.625,32826.875,7.21875,8.05625,0.3340625,62.625,NA,NA,NA,34.5375,2.8375,0
42218,Saint-Étienne,45.68783783783784,NA,9433.783783783783,16743.91891891892,24758.243243243243,0.9524324324324325,3266.3513513513512,7726.621621621622,10952.837837837838,13853.648648648648,19570.54054054054,22835.81081081081,27017.027027027027,34221.48648648649,NA,17.335135135135136,0.39487837837837836,63.20810810810811,NA,NA,NA,33.3972972972973,3.3945945945945946,0
42279,Saint-Just-Saint-Rambert,NA,NA,17942,24534,33734,0.642,11936,16582,19420,22140,27424,31290,36664,46606,4,5.28,0.3166,67.78,59.26,2.14,6.38,25.68,6.54,0
43157,Le Puy-en-Velay,NA,NA,10398.57142857143,17811.428571428572,25777.14285714286,0.8842857142857143,3991.4285714285716,8671.42857142857,12015.714285714286,14957.142857142857,20708.571428571428,23962.85714285714,28202.85714285714,35790,17.642857142857142,13.071428571428571,0.3881428571428571,59.25714285714286,49.57142857142857,3.342857142857143,6.3428571428571425,36.05714285714286,4.685714285714286,0
44003,Ancenis-Saint-Géréon,NA,NA,14985,21382.5,28372.5,0.64,9407.5,13237.5,16415,18905,23975,26800,30582.5,37952.5,5.075,6.65,0.3145,64.575,58.15,2.6,3.825,29.35,6.075,0
44020,Bouguenais,NA,NA,15735.714285714286,22091.428571428572,29228.571428571428,0.6157142857142858,9330,14075.714285714286,17182.85714285714,19700,24532.85714285714,27361.428571428572,31352.85714285714,37888.57142857143,4.371428571428572,5.457142857142857,0.2914285714285714,71.8,65.81428571428572,3.1714285714285713,2.8142857142857145,24.885714285714286,3.314285714285714,0
44026,Carquefou,NA,NA,20288.333333333332,27355,36861.666666666664,0.6066666666666667,14300,18628.333333333332,21775,24490,30696.666666666668,34510,39790,48923.333333333336,3.4833333333333334,4.866666666666667,0.304,70.85,65.5,2.183333333333333,3.1666666666666665,21.333333333333332,7.816666666666666,0
44035,La Chapelle-sur-Erdre,72.15714285714286,NA,21078.571428571428,28497.14285714286,38112.857142857145,0.6,14435.714285714286,19258.571428571428,22580,25604.285714285714,31841.428571428572,35595.71428571428,40717.142857142855,49557.142857142855,3.6,4.585714285714285,0.28185714285714286,69.57142857142857,64.88571428571429,2.0142857142857142,2.6714285714285713,25.15714285714286,5.271428571428571,0
44036,Châteaubriant,NA,NA,11315,17930,24392.5,0.7425,4522.5,9667.5,12900,15565,20092.5,22667.5,26340,32822.5,10.549999999999999,10.65,0.37024999999999997,57.150000000000006,48.475,2.7,5.975,38.05,4.8,0
44047,Couëron,NA,NA,17414.285714285714,23495.714285714286,30274.285714285714,0.5485714285714286,11674.285714285714,15890,18762.85714285714,21057.14285714286,25937.14285714286,28730,32181.428571428572,38851.42857142857,3.442857142857143,4.242857142857143,0.2631428571428571,74.92857142857143,69.74285714285715,2.642857142857143,2.5428571428571427,22.614285714285714,2.4571428571428573,0.14285714285714285
44055,La Baule-Escoublac,NA,NA,19038.333333333332,28690,42115,0.7949999999999999,12451.666666666666,17253.333333333332,20981.666666666668,24898.333333333332,32978.333333333336,38665,46081.666666666664,60435,4.916666666666667,7.45,0.37316666666666665,44.71666666666667,36.13333333333333,2.283333333333333,6.3,41.916666666666664,13.366666666666667,0
44069,Guérande,NA,NA,17443.333333333332,24081.666666666668,33291.666666666664,0.6566666666666667,11630,15898.333333333334,18790,21385,27083.333333333332,30726.666666666668,36323.333333333336,46610,4.066666666666666,5.4,0.31833333333333336,60.71666666666667,50.86666666666667,2.716666666666667,7.133333333333334,31.983333333333334,7.3,0.16666666666666666
44109,Nantes,NA,NA,15118.617021276596,23685.744680851065,34261.48936170213,0.8470212765957447,7852.765957446809,13092.234042553191,16918.510638297874,20335.106382978724,27343.510638297874,31646.063829787236,37462.34042553192,47949.255319148935,NA,11.69468085106383,0.37467021276595747,74.28297872340426,65.30106382978724,3.771276595744681,5.2106382978723405,20.41595744680851,5.301063829787234,0.06382978723404255
44114,Orvault,NA,NA,18998.18181818182,27160.909090909092,37067.27272727273,0.6881818181818182,12050.90909090909,17164.545454545456,20651.81818181818,23852.727272727272,30739.090909090908,34785.454545454544,40022.72727272727,49600.90909090909,6.654545454545454,6.672727272727273,0.31272727272727274,67.18181818181819,61.309090909090905,2.4909090909090907,3.381818181818182,27.80909090909091,5.009090909090909,0
44129,Pontchâteau,NA,NA,16635,22030,28110,0.5249999999999999,11815,15175,17850,20070,24005,26550,29690,34930,3,3.8499999999999996,0.254,70,64.55,2.75,2.7,25.55,4.45,0
44131,Pornic,63.875,12.65,17605,24792.5,34990,0.7025,11632.5,15892.5,19080,21945,28015,32217.5,38435,48912.5,4.3,5.75,0.3275,51.875,44.724999999999994,2.725,4.425,40.125,8,0
44132,Pornichet,NA,NA,19290,27205,38182.5,0.6950000000000001,13175,17640,20975,24195,30825,35505,41530,53537.5,4.2,5.9,0.335,53.325,45.025,2.65,5.65,37.125,9.55,0
44143,Rezé,NA,NA,15858.461538461539,22675.384615384617,30397.69230769231,0.6569230769230769,9130,14019.23076923077,17350.76923076923,20131.53846153846,25354.615384615383,28426.923076923078,32636.153846153848,39578.46153846154,6.446153846153846,6.630769230769231,0.30153846153846153,72.78461538461538,66.01538461538462,3.446153846153846,3.3230769230769233,23.984615384615385,3.230769230769231,0
44154,Saint-Brevin-les-Pins,NA,NA,18127.5,24067.5,31575,0.5575,12565,16577.5,19572.5,21707.5,26650,29687.5,33940,41107.5,3.3,4.375,0.28225,54.425,48.9,2.45,3.075,38.475,7.1000000000000005,0
44162,Saint-Herblain,58.81818181818182,NA,14050.454545454546,21141.363636363636,28678.636363636364,0.7327272727272728,7420,12287.272727272728,15611.363636363636,18448.18181818182,23828.636363636364,26867.272727272728,30768.18181818182,37205,NA,9.672727272727272,0.3194090909090909,69.74545454545455,63.70909090909091,3.4545454545454546,2.581818181818182,27.53181818181818,2.7227272727272727,0.09090909090909091
44172,Sainte-Luce-sur-Loire,NA,NA,18893.333333333332,25933.333333333332,33820,0.5783333333333334,12583.333333333334,17265,20383.333333333332,23205,28706.666666666668,31813.333333333332,36448.333333333336,44095,3.6666666666666665,4.4,0.27166666666666667,68.83333333333333,64.05,2.3333333333333335,2.45,27.3,3.8666666666666667,0
