IRIS,LIBIRIS,COM,LIBCOM,DEC_PIMP19,DEC_TP6019,DEC_Q119,DEC_MED19,DEC_Q319,DEC_EQ19,DEC_D119,DEC_D219,DEC_D319,DEC_D419,DEC_D619,DEC_D719,DEC_D819,DEC_D919,DEC_RD19,DEC_S80S2019,DEC_GI19,DEC_PACT19,DEC_PTSA19,DEC_PCHO19,DEC_PBEN19,DEC_PPEN19,DEC_PAUT19,DEC_NOTE19
562600126,Rive Gauche du Port,56260,Vannes,67.4,NA,17220,26450,39740,0.85,9110,15140,19550,22560,31630,36050,43510,59750,6.6,9.5,0.411,45.6,35.4,1.8,8.4,43.6,10.8,0
562600127,Tohannic,56260,Vannes,72.1,10.9,19570,27620,39650,0.73,12350,17660,21350,24680,31260,35870,43680,57700,4.7,6,0.337,56.8,49.8,2.6,4.4,36.3,6.9,0
570190101,Centre,57019,Amnéville,46.8,20.2,14330,20420,26990,0.62,7390,12950,15600,18090,23160,25660,29300,36320,4.9,6.1,0.31,55,49.2,3.2,2.6,27.6,17.4,0
570190102,Est,57019,Amnéville,41.4,22.3,13690,18430,25030,0.62,8390,12380,14840,16460,20980,23560,26600,31910,3.8,4.8,0.286,53.3,47.8,3.1,2.4,33.2,13.5,0
570190103,Ouest,57019,Amnéville,53.8,20,15280,23290,31820,0.71,7740,12990,17110,20250,25970,29850,34250,42790,5.5,6.9,0.325,56.8,51.7,3.2,1.9,19.8,23.4,0
571600102,Cité Maroc,57160,Creutzwald,NA,NA,5090,11800,19130,1.19,110,3650,6120,9040,14990,17750,20600,24470,226.4,29.1,0.421,51.8,NA,NA,NA,43.9,4.3,0
571600103,Neuland Sud Breckelberg,57160,Creutzwald,45.2,33.8,10850,17600,24400,0.77,5850,9260,11810,15370,20200,22810,26390,32820,5.6,7.4,0.339,60.1,55.5,3.6,1,35.1,4.8,0
571600105,Breckelberg,57160,Creutzwald,38.6,41,8610,15270,22340,0.9,2650,6860,9900,12720,17530,20880,25300,30390,11.5,12.2,0.392,61.8,56.6,3.5,1.7,34.8,3.4,0
571600106,Houvergarten Centre Ville,57160,Creutzwald,50.4,26.8,12440,19380,27580,0.78,5930,10380,14020,16720,22320,25410,29770,37090,6.3,8.6,0.358,61.9,53.9,3.9,4.1,32.5,5.6,0
571600107,Bellevue-Garang,57160,Creutzwald,52.2,22.2,13820,20170,28000,0.7,6660,11660,15190,17600,23070,26300,29580,36540,5.5,6.6,0.319,53.6,48.2,3.5,1.9,43.3,3.1,0
571600108,Beau-Site Fatima,57160,Creutzwald,42.8,33.7,10260,17550,24620,0.82,4200,8760,11690,15070,19940,22940,27170,32670,7.8,10.4,0.388,54.6,46.3,4.1,4.2,39.3,6.1,0
572060101,Bouvreuils Cerisaie Hêtres,57206,Fameck,37.6,30.4,11350,18270,24940,0.74,5740,9430,12870,15980,20480,23730,26960,33310,5.8,7.6,0.332,40.4,35.9,3.2,1.3,33.3,26.3,0
572060102,Cités Bosment Oury Sud,57206,Fameck,36.8,19.4,14420,19340,26570,0.63,8490,13100,15360,16860,21880,24580,28370,33850,4,4.9,0.284,42.2,37.8,2.5,1.9,26.6,31.2,0
572060103,Rémelange Ouest,57206,Fameck,26.3,42.8,8140,14680,21270,0.89,3160,6450,9570,12100,16640,18990,23170,28700,9.1,11.9,0.378,40.3,33,5.1,2.2,35.5,24.2,0
572060104,Zone de Forêts,57206,Fameck,29.4,27.3,12490,20380,30060,0.86,6630,11040,13950,16730,23780,26700,31610,38370,5.8,7,0.335,45.3,37.1,4.5,3.7,5.3,49.4,0
572060105,Rémelange Est,57206,Fameck,NA,NA,5310,10300,15930,1.03,870,4200,6480,8370,12220,14680,17870,22780,26.3,16,0.401,48.3,NA,NA,NA,35,16.7,0
572060106,Le Haut Chemin,57206,Fameck,27.5,53.2,6040,12460,19110,1.05,730,4640,7660,9740,14970,17580,20940,28230,38.5,21,0.417,49.3,NA,NA,NA,31.2,19.5,0
572060107,Budange Édange Les Chênes,57206,Fameck,52.7,16.6,17020,24120,33150,0.67,9520,14940,18490,21340,26890,30650,36010,46710,4.9,7.2,0.36,41.1,35.2,2,3.9,23.4,35.5,0
572060108,Morlange Bel-Air Bertrand Nord,57206,Fameck,41.3,23.8,13390,20660,29180,0.76,6770,11200,14970,17840,23360,26480,31440,37400,5.5,7.3,0.329,42.5,37.6,3.2,1.7,24.6,32.9,0
572210102,Collège Languedoc Écoles,57221,Florange,40.9,27.8,11760,20470,28240,0.81,4190,9940,13870,17210,23260,25990,31040,37430,8.9,10,0.35,44,39.2,2.8,2,23.3,32.7,0
572210103,Centre Ville,57221,Florange,40.8,27.3,12000,19790,27900,0.8,6090,10640,13910,17030,22720,25950,30760,36660,6,7.4,0.335,42.1,37.3,2.8,2,23.1,34.8,0
572210105,Limousin Aquitaine Oury Sud,57221,Florange,36.8,26.3,12550,19540,28170,0.8,4630,10650,14350,17020,22110,25940,30480,37400,8.1,9.4,0.354,39.7,34.7,3,2,26.3,34,0
572210106,Poncelet-Le Bon Robert-Luxembourg,57221,Florange,34.9,35,10200,16730,24640,0.86,5180,8690,11910,14470,19550,23000,27050,35360,6.8,8.9,0.368,41,34.2,3.9,2.9,34.8,24.2,0
572270101,Quartier du Bruch,57227,Forbach,37.7,39.8,6440,15850,23060,1.05,0,3680,8670,13370,18120,21450,25440,32330,NA,63.2,0.427,58.9,52.8,4.2,1.9,39.1,2,0
572270102,Marienau Ouest-Kobenberg,57227,Forbach,49.2,23.2,13570,19650,26860,0.68,6020,11750,15060,16900,22250,25130,29150,35890,6,7.2,0.33,64.6,57.4,3.4,3.8,31.8,3.6,0
572270103,Marienau Est,57227,Forbach,45.8,35.5,10130,16940,25220,0.89,3590,8640,11480,14480,20500,23280,27280,34990,9.8,11.8,0.399,60.2,53.7,4.4,2.1,30.2,9.6,0
572270104,Wiesberg 1-Hommel,57227,Forbach,29.2,52.2,6000,12480,18680,1.02,900,4380,7260,9890,14760,17290,21130,27520,30.5,24.2,0.453,51.4,41.6,5.5,4.3,43.9,4.7,0
572270105,Wiesberg 2,57227,Forbach,NA,NA,2960,7420,13160,1.37,0,2160,3980,5680,9720,11340,14470,18310,NA,53.1,0.454,52.8,NA,NA,NA,45.9,1.3,0
572270106,Bellevue 1,57227,Forbach,46.5,40.3,6770,16540,27620,1.26,490,5290,8670,12940,21020,25320,30840,41850,85,27.9,0.459,71.3,65.1,3.6,2.6,24.5,4.2,0
572270107,Cité du Kreutzberg,57227,Forbach,46.6,23.7,13510,19830,26470,0.65,7480,11650,15040,17330,21940,24570,28900,37070,5,6.7,0.337,55,48,2.6,4.4,41.5,3.5,0
572270108,Bellevue 2,57227,Forbach,39.9,42.6,7320,15150,23510,1.07,1290,5290,9110,12210,18030,21110,26210,33170,25.7,21.1,0.43,61.9,53.8,4.4,3.7,33.2,4.9,0
572270109,Centre,57227,Forbach,36.8,50.1,3640,12960,23370,1.52,0,2050,5630,9290,16920,21220,26410,36700,NA,177.3,0.541,63.4,51.3,4.3,7.8,30.1,6.5,0
572270110,Centre-La Petite Forêt,57227,Forbach,41.7,41.4,6620,15870,26720,1.27,1550,5180,8630,12320,19450,23700,30450,39870,25.7,28.1,0.484,58.9,47.1,3.2,8.6,35.1,6,0
572400101,Cité de la Chapelle 1,57240,Freyming-Merlebach,27.6,53.3,6310,12250,18480,0.99,1670,5230,7460,9790,14640,17370,19480,25140,15.1,13.2,0.387,52.2,NA,NA,NA,45.6,2.2,0
572400102,Cité de la Chapelle 2,57240,Freyming-Merlebach,46,36.7,9170,17080,24560,0.9,3190,7390,10470,14090,19990,22730,27520,33640,10.5,12,0.378,58.9,51.7,3.8,3.4,37.5,3.6,0
572400103,Sainte-Barbe,57240,Freyming-Merlebach,30.3,42.6,8540,15130,20490,0.79,3030,7280,9810,12370,17000,19200,21690,25730,8.5,9.5,0.34,47.5,42.4,4.4,0.7,50.3,2.2,0
572400104,Quartier Sainte-Marie Hessellach,57240,Freyming-Merlebach,43.8,37.2,8900,16670,24960,0.96,3130,7630,10970,13950,19610,22900,26910,33050,10.6,12,0.389,57.9,51.2,3.8,2.9,36.5,5.6,0
572400105,Freyming-Merlebach Nord,57240,Freyming-Merlebach,42.8,38.4,8710,16840,24300,0.93,1920,7270,10400,14070,19760,22440,26380,33070,17.3,15.9,0.39,60.8,52.3,4.3,4.2,36.9,2.3,0
572400106,Cités Sainte-Fontaine Hochwald Reumeaux,57240,Freyming-Merlebach,NA,NA,15980,20260,25740,0.48,9730,14910,16640,18480,21890,24500,27160,32700,3.4,4.1,0.258,58.4,52.6,3.3,2.5,40.2,1.4,0
573060101,Le Konacker,57306,Hayange,32.9,28,11640,19640,28290,0.85,3990,9170,13660,16510,22470,26480,30720,38810,9.7,11.3,0.37,36.6,31.7,3.1,1.8,25,38.4,0
573060103,Marspich La Vierge,57306,Hayange,42.6,21.3,14350,22390,30360,0.72,7430,12430,15980,19300,24900,27890,32520,39420,5.3,6.4,0.312,40.6,35.1,3.1,2.4,24.7,34.7,0
573060104,Cité du Bruhl,57306,Hayange,45.9,12.3,18110,24530,32550,0.59,11530,16400,19450,21820,27080,29740,35620,42090,3.6,4.9,0.279,32.3,28,1.9,2.4,30.8,36.9,0
573060105,Faubourg Sainte-Catherine Pâtural,57306,Hayange,33.5,37.9,8530,15950,23880,0.96,820,6230,10570,13380,18850,22020,26300,32040,39.2,19.3,0.402,44.4,38.2,4.6,1.6,27.2,28.4,0
573060106,Cités du Gargan Bellevue La Cerisaie,57306,Hayange,33.1,33,10240,17390,24590,0.83,2700,8010,11980,14970,19710,22810,26630,32540,12.1,11.6,0.361,40.9,36.5,3.6,0.8,31.8,27.3,0
573060108,Saint-Nicolas en Forêt,57306,Hayange,40.1,28.3,11360,19750,27120,0.8,3770,9040,13850,17190,22320,25030,29550,36810,9.8,10.7,0.353,48.5,43.4,3.4,1.7,24.3,27.2,0
574330101,Routes de Metz-Thionville Ouest,57433,Maizières-lès-Metz,45.2,32,10880,18260,25900,0.82,4440,9160,12340,15530,20900,23960,27810,34200,7.7,9,0.35,61.5,56.2,3.7,1.6,20.9,17.6,0
574330102,Cité Les Écarts Les Quatre Chemins,57433,Maizières-lès-Metz,49.3,24.1,13180,19960,27940,0.74,6930,11620,14600,17280,22700,26310,30440,37120,5.4,6.2,0.314,64,58.7,3.5,1.8,16.1,19.9,0
574330103,Route de Thionville Est-Rue des Prés Nord,57433,Maizières-lès-Metz,54,17.9,15220,21650,29380,0.65,8690,13760,16560,19320,24310,27620,31960,39530,4.5,6,0.319,49.3,43.5,2.5,3.3,32.6,18.1,0
574330104,Brieux,57433,Maizières-lès-Metz,NA,NA,10010,17220,24690,0.85,4070,7980,11300,14850,19660,22780,26940,32220,7.9,10,0.362,50.2,44.3,3.4,2.5,36.8,13,0
574470103,Le Hameau du Golf,57447,Marly,67.6,NA,20080,25850,34750,0.57,15130,18780,21450,23780,29300,32850,37050,46110,3,4.3,0.292,50.4,45.9,1.5,3,38.8,10.8,0
574470104,Centre Ville Croix Saint-Joseph,57447,Marly,49.8,21.6,14020,20710,29410,0.74,7540,12510,15590,18000,23260,27020,32380,40360,5.4,7.1,0.347,57.9,51.8,2.9,3.2,34.7,7.4,0
574470105,Marly Sud-Est,57447,Marly,NA,NA,20890,27290,34460,0.5,17030,20080,22230,24820,29820,32520,36630,43510,2.6,3.1,0.227,41.3,36.3,1.3,3.7,50.1,8.6,0
574470107,La Seille-Rive Gauche,57447,Marly,72.9,10.2,21120,31330,45970,0.79,12660,18780,23430,26920,36500,42280,50780,71190,5.6,7.9,0.397,58.3,46.5,1.5,10.3,25.6,16.1,0
574630101,Devant les Ponts-Frières-Lenotre,57463,Metz,57.1,23.6,13530,21700,29330,0.73,6890,11180,14930,18620,24470,27680,31970,39450,5.7,7.9,0.348,62.7,55.7,2.6,4.4,27.5,9.8,0
574630102,Devant les Ponts-Roussel-Sous les Vignes,57463,Metz,53.1,22.5,13810,22020,30610,0.76,7560,12290,15900,19020,24820,28640,32850,42390,5.6,7.3,0.34,61.6,55,3.2,3.4,27.6,10.8,0
574630103,Devant les Ponts-Paquet-Petite Île,57463,Metz,50,29.4,11350,19070,26780,0.81,3660,9150,13220,16810,21760,24980,29390,35800,9.8,12.2,0.391,67,59,3.8,4.2,26.2,6.8,0
574630201,Patrotte Route de Thionville,57463,Metz,NA,NA,5470,12300,20150,1.19,510,4570,6850,9550,15150,18480,21940,27200,53.6,23,0.426,58.6,52.3,5.5,0.8,32.9,8.5,0
574630203,Fournel-Théodore de Gargan-Dassenoy,57463,Metz,NA,NA,2870,7590,14170,1.49,0,1350,4220,5990,10100,12600,15920,20170,NA,97.6,0.484,65,NA,NA,NA,28.9,6.1,0
574630204,Route de Woippy Périgot,57463,Metz,43.7,39.4,7630,15610,23030,0.99,1580,6700,9100,13080,18200,21850,24900,31440,19.9,13.9,0.386,58.3,52.7,4.5,1.1,37,4.7,0
574630301,Port-Île du Saulcy,57463,Metz,41.7,47.1,6050,14040,22580,1.18,170,4200,7930,10580,17190,20920,24720,30980,181.4,40.5,0.459,69.7,64.2,4.1,1.4,24.2,6.1,0
574630302,Belle-Isle Pontiffroy Chambière,57463,Metz,64.1,20.5,15930,24580,35420,0.79,5950,12350,17720,21130,28230,33090,38860,49260,8.3,10.4,0.367,53,46.9,1.7,4.4,38.5,8.5,0
574630303,Les Îles-Fort Gambetta,57463,Metz,53.5,30.2,11320,20050,32730,1.07,3320,8770,12900,16290,24060,29380,36670,48990,14.8,17.5,0.448,70.3,59.5,3.6,7.2,17.1,12.6,0
574630401,Metz Centre Esplanade,57463,Metz,57.1,24.6,13270,22950,37140,1.04,4920,10440,15430,19460,28040,33470,42060,55740,11.3,16.1,0.443,63.3,53.2,3.2,6.9,18.8,17.9,0
574630402,Metz Centre Saint-Thiébault,57463,Metz,57.6,21.4,14480,25830,39980,0.99,6840,12120,16790,20820,30970,36700,45070,62020,9.1,13.3,0.454,58.7,46,2.4,10.3,20.9,20.4,0
574630403,Ancienne Ville Nord,57463,Metz,47.4,32.8,10400,18070,28030,0.98,4590,8580,12010,15130,21800,25460,32010,44490,9.7,12.2,0.421,65.2,56.5,3.9,4.8,23.4,11.4,0
574630404,Ancienne Ville Sud,57463,Metz,42.3,35.6,9090,16950,26300,1.02,2700,7110,10900,14360,19820,24120,29060,37250,13.8,15.4,0.414,68.1,60.2,4.5,3.4,18.6,13.3,0
574630501,Bellecroix Terrasse Lyon,57463,Metz,20.4,70.1,3480,8040,14160,1.33,0,2240,4600,6160,10280,12940,15820,20360,NA,57.5,0.474,63.7,54.8,7.4,1.5,31.9,4.4,0
574630502,Bellecroix Trois Rois Europe,57463,Metz,52.2,31.2,10480,19290,27380,0.88,4290,8640,12300,15500,22410,25650,29280,36660,8.5,11.7,0.377,62.5,54.6,3.6,4.3,28.3,9.2,0
574630601,Vallières Les Bordes,57463,Metz,52.8,26.3,12730,20960,29170,0.78,5330,11090,14120,18110,23590,26760,32090,40230,7.5,9.1,0.363,60.6,53.3,3.3,4,28.9,10.5,0
574630602,Vallières Dunant Mélèzes,57463,Metz,68.9,9.8,19820,29140,40940,0.72,13120,17810,21560,25130,33040,37790,45080,56520,4.3,6.9,0.368,52.9,43.7,1.4,7.8,31.2,15.9,0
574630603,Vallières Marroniers Tilleuls,57463,Metz,NA,NA,5040,11730,21310,1.39,50,3560,6400,9010,15520,19510,23870,32560,632.6,44.1,0.484,61.3,51.4,5,4.9,33.4,5.3,0
574630604,Vallières Jacinthes Tulipes,57463,Metz,56.8,24.3,13350,20790,28820,0.74,7500,11450,15170,17890,24280,27190,31720,40280,5.4,7.1,0.344,57,51.4,2.5,3.1,34.7,8.3,0
574630701,Centre Gare,57463,Metz,60.7,16,17880,29000,43400,0.88,8250,15190,19780,24310,33860,39550,47110,62670,7.6,9.3,0.381,57.1,47.5,2.8,6.8,15.5,27.4,0
574630702,Nouvelle Ville Nord,57463,Metz,65.3,14.3,19920,30760,45860,0.84,9940,17330,21870,26540,36030,42780,52560,72280,7.3,11.4,0.444,58.1,47.3,1.6,9.2,15.9,26,0
574630703,Nouvelle Ville Bouteiller,57463,Metz,59.8,20.8,14640,24530,36930,0.91,6860,12650,16490,20450,28940,34580,40350,52310,7.6,10.2,0.389,60.7,52.5,2.3,5.9,22.9,16.4,0
574630704,Nouvelle Ville Sud,57463,Metz,57.5,25.3,12960,21080,30990,0.86,5390,10800,14880,17950,24930,28740,33540,43080,8,12.1,0.427,58.2,51.6,2.7,3.9,23.1,18.7,0
574630801,Argonne Lagneau,57463,Metz,56.2,19.9,14910,22550,32650,0.79,7250,12990,16780,19840,26510,30020,35370,44630,6.2,8.5,0.366,56.2,49.6,3.1,3.5,22,21.8,0
574630802,Lothaire Nord Hall aux Marchandises,57463,Metz,53.4,23.9,13520,21620,31350,0.82,6320,11500,14820,18000,24740,28480,33930,41770,6.6,8.4,0.358,59.9,55.2,3.1,1.6,19.6,20.5,0
574630803,Saint-Livier Dom Calmet,57463,Metz,54.9,26,12580,20230,29780,0.85,5370,10760,14110,17260,23370,27530,32640,39960,7.4,9.1,0.359,65.9,60.5,2.9,2.5,21.2,12.9,0
574630804,Pierne-Sadoul,57463,Metz,57.2,24.4,13210,21130,29840,0.79,6080,11170,14660,18230,24000,27860,33120,42080,6.9,8.6,0.351,63,57.9,3.1,2,25.6,11.4,0
574630805,Saint-André-Sainte-Chrétienne,57463,Metz,51,26.9,12250,19650,28870,0.85,5090,9930,14060,17190,22970,26590,31410,39070,7.7,9.7,0.359,59.8,55.9,2.5,1.4,30.1,10.1,0
574630806,Hannaux-Frécot,57463,Metz,32.8,55.9,6120,11510,18160,1.05,990,4390,7330,9580,13670,16670,20210,26770,27,19.3,0.43,66.7,57.3,5.5,3.9,23.8,9.5,0
574630807,Méjanès-Pfister,57463,Metz,49.9,31.1,11110,18960,27220,0.85,3230,8720,12680,15890,22030,25240,29500,38850,12,12.5,0.38,62.6,57.7,3.4,1.5,29.1,8.3,0
574630901,Route de Borny-Pont Rouge,57463,Metz,57.2,21.4,14400,22760,32850,0.81,8180,12520,15990,19040,26520,30630,36280,48280,5.9,7.9,0.363,64.9,58.5,2.2,4.2,22.2,12.9,0
574630902,de Villeneuve Vosges Lorraine,57463,Metz,67.5,13.8,18530,27630,40710,0.8,9950,16070,20460,24200,32220,37690,44340,59110,5.9,11.1,0.463,53,41.6,1.7,9.7,23.4,23.6,0
574630903,Seille-Trois Évêchés-Chabert,57463,Metz,64.9,13.3,17770,26840,39920,0.83,10520,16170,19710,23500,31230,36950,44620,61040,5.8,9,0.412,60.1,47.3,1.6,11.2,24.5,15.4,0
574630904,Hestaux Macherez Liédot,57463,Metz,54.6,27.8,11640,21060,32850,1.01,4360,9470,13540,17330,24960,29900,36810,53220,12.2,17.1,0.474,61.8,51.8,2.4,7.6,26.6,11.6,0
574630905,Hauts Peupliers Peltre Deportes,57463,Metz,63.9,18.9,15910,24430,34910,0.78,8180,13460,17610,21160,27850,32050,38230,47900,5.9,7.7,0.352,65,57.3,2.5,5.2,22.5,12.5,0
574631001,Bridoux Claude Bernard,57463,Metz,44.3,42.3,7260,15800,24520,1.09,2220,5890,8630,11570,19150,22740,27220,36130,16.3,19.7,0.462,60.7,55.2,3.4,2.1,29.1,10.2,0
574631002,Schweitzer Béarn Roussillon,57463,Metz,27.1,62.3,4320,9870,16670,1.25,470,3300,5530,7580,12330,14960,18530,23470,49.8,25.8,0.436,61.1,52,7.3,1.8,32.2,6.7,0
574631003,Dauphiné Nord,57463,Metz,11.9,86.1,2450,6280,10440,1.27,0,1310,3530,4770,7710,9460,11620,14930,NA,66.7,0.457,70.5,56,12.8,1.7,25.5,4,0
574631004,Ruisseau Limousin,57463,Metz,19.3,73.7,5240,9100,13490,0.91,880,4150,5760,7390,10150,12100,14940,18160,20.7,15.3,0.397,69.3,58.2,9.5,1.6,25.5,5.2,0
574631005,Hainaut Boulonnais Normandie,57463,Metz,18.7,71.7,3940,8120,14060,1.25,0,2920,5020,6630,10300,12560,15650,20410,NA,38.1,0.445,57.1,NA,NA,NA,34.6,8.3,0
574631007,Bon Pasteur Michelet Colombey,57463,Metz,34.7,49.1,7420,13440,20050,0.94,2800,6340,8210,10370,16000,18490,21890,27510,9.8,10.4,0.381,60.6,53.7,5.5,1.4,31.5,7.9,0
574631101,Magny Nord,57463,Metz,57.6,18.9,14900,22000,30520,0.71,8030,13350,16280,18890,25080,28150,33220,41380,5.2,6.7,0.34,57.3,51.8,2.5,3,33,9.7,0
574631102,Magny Sud,57463,Metz,71.7,NA,21690,28280,37760,0.57,16200,19890,22910,25770,31610,35470,39410,47340,2.9,3.6,0.247,53.3,48.9,1.6,2.8,36.8,9.9,0
574631202,Val de la Grange-aux-Bois,57463,Metz,64.5,14.2,16960,24290,31380,0.59,11120,14900,18390,21360,26610,30010,34110,40860,3.7,4.6,0.276,63.4,58.2,2.7,2.5,27.3,9.3,0
574631204,Coteaux de la Grange aux Bois,57463,Metz,50.2,38.1,9380,17490,29760,1.16,4430,8100,10900,13580,20850,26400,32820,44360,10,13.3,0.435,65.9,59.2,3.5,3.2,22.4,11.7,0
574800102,Friches,57480,Montigny-lès-Metz,63,15.7,17500,25560,35660,0.71,9590,15700,19280,22540,28740,32920,38700,48940,5.1,7.2,0.358,56.9,50.6,2.3,4,27.2,15.9,0
574800103,Vacquinière Botanique Courcelle,57480,Montigny-lès-Metz,NA,NA,20670,31960,48210,0.86,11900,18150,22410,26780,36280,44580,56050,85840,7.2,9.3,0.418,50.1,39.2,1.2,9.7,29.4,20.5,0
574800104,Centre Ville,57480,Montigny-lès-Metz,55.9,23.7,13370,21690,31720,0.85,6310,11370,15310,18300,24590,29320,34410,42190,6.7,8.2,0.35,54.1,49.5,2.6,2,37.9,8,0
574800105,Haut-Rhêle Vénizélos Saint-Victor,57480,Montigny-lès-Metz,55.2,25.3,12900,20150,28410,0.77,6870,11030,14630,17210,23150,26140,30530,40350,5.9,7.9,0.362,66,58.6,3.5,3.9,25.2,8.8,0
574800106,Mermoz Frescaty Patural l'Évêque,57480,Montigny-lès-Metz,57.2,18.1,15660,23670,33270,0.74,8460,13770,17660,20790,26590,30780,36870,46680,5.5,7.5,0.347,61.4,53,2.8,5.6,28.1,10.5,0
574800107,Saint-Privat,57480,Montigny-lès-Metz,38.8,41.3,7400,15270,22550,0.99,2470,5620,9330,12590,18060,20320,24780,31460,12.8,15.4,0.404,61.7,55.2,4.2,2.3,32.4,5.9,0
574800108,Militaire Saint-André Jérusalem,57480,Montigny-lès-Metz,41.7,39.5,8580,16290,23430,0.91,1690,7100,10080,13130,18960,21760,25240,31770,18.8,14.8,0.384,64.3,59.5,3.5,1.3,30.8,4.9,0
574800109,Blory Vacons Horgne,57480,Montigny-lès-Metz,49.4,26.5,12310,19360,27800,0.8,6020,10560,14110,16800,22130,25790,29660,37180,6.2,7.9,0.352,58.8,52.3,3.1,3.4,34.7,6.5,0
575910101,Centre Ville Mairie Ville Basse,57591,Rombas,41.7,32,11150,17670,24680,0.77,5680,9510,12450,14790,20180,23030,26760,33290,5.9,7.8,0.346,56.6,50,4.2,2.4,28.1,15.3,0
575910102,Ville Haute,57591,Rombas,43.2,24.1,13280,19880,27230,0.7,8430,11910,14770,17040,22550,25280,29470,36820,4.4,5.7,0.309,54.4,48.8,3.2,2.4,26.8,18.8,0
575910103,Chantereine Petit Moulin,57591,Rombas,38.6,36.2,9280,17370,24800,0.89,3520,7140,11100,14080,20170,23160,26590,33000,9.4,11.4,0.376,52.3,46.6,3.7,2,33.6,14.1,0
575910104,Rond Bois-Champs Robert,57591,Rombas,45.6,22.9,13470,19720,27830,0.73,6670,11920,14750,17210,22540,26160,30120,37060,5.6,6.9,0.327,52.6,47.5,3.2,1.9,30.8,16.6,0
576060101,Cité Arcadia Cité Jeanne d'Arc,57606,Saint-Avold,49.5,16.2,15230,20190,26200,0.54,10610,13870,16020,17970,22470,24700,27550,32460,3.1,3.6,0.238,59.7,55.1,3.7,0.9,38.7,1.6,0
576060102,Le Wenheck,57606,Saint-Avold,37.1,49.9,6560,13070,20640,1.08,590,5580,7890,10570,15720,18510,22460,31890,54.2,23.5,0.474,59.4,48.3,5.1,6,36.6,4,0
576060103,Bleiberg Dourd'Hal,57606,Saint-Avold,54.8,29.7,11170,20550,31030,0.97,4190,9150,13250,16700,24310,28420,34290,44680,10.7,15.2,0.445,64.2,53.8,2.7,7.7,27.3,8.5,0
576060104,Centre Ville Felsberg,57606,Saint-Avold,56.5,25.2,12920,20770,30380,0.84,6020,11290,14600,17740,24170,27680,34220,44270,7.4,10.2,0.394,58.7,48.9,3.3,6.5,34.6,6.7,0
576060105,Quartier Crusem Cité Émile Huchet,57606,Saint-Avold,60.3,13.7,17110,23570,31380,0.61,10370,15310,18560,21060,26170,29190,34300,43520,4.2,5.7,0.318,60.7,54.7,2.3,3.7,33.9,5.4,0
576060107,La Carrière,57606,Saint-Avold,37,48,7220,13390,20960,1.03,2840,6160,8480,11070,16730,19390,22920,28190,9.9,11.7,0.389,52.5,45.1,4.9,2.5,44.9,2.6,0
576300101,Lotissement Balzac Hoff Floréal,57630,Sarrebourg,55.4,23.8,13320,21520,29710,0.76,6990,12000,15070,18140,24240,27790,33060,41160,5.9,8.6,0.384,60.5,52.1,2.3,6.1,32,7.5,0
576300103,Quartiers Touret Dessirier Cholesky,57630,Sarrebourg,NA,NA,9370,15700,21980,0.8,5220,8360,10090,13070,17840,20870,23720,28940,5.5,6.9,0.336,63.3,NA,NA,NA,34.1,2.6,0
576300104,Hôpital Militaire Caserne Gérôme,57630,Sarrebourg,48.6,34.9,10010,17080,25220,0.89,4440,8870,11590,14760,20020,23270,27370,32960,7.4,8.8,0.356,60.6,54.8,3.5,2.3,36.1,3.3,0
576300105,Cité Malleray Les Jardins Bords de Sarre,57630,Sarrebourg,52.4,25.2,12780,19700,28470,0.8,7050,11230,14590,17390,22270,25860,30830,42400,6,8.6,0.381,57.8,49.8,2.4,5.6,35.4,6.8,0
576300106,Centre Ville,57630,Sarrebourg,37.6,44.4,7390,14530,21560,0.98,400,5880,8870,11790,16870,19690,24060,30160,74.5,22,0.447,61.5,50.1,3.5,7.9,32.8,5.7,0
576310101,Welferding,57631,Sarreguemines,60.2,17.3,15640,23450,34820,0.82,8830,13740,17450,20220,27810,31930,38820,50550,5.7,7.5,0.362,71.2,64,2.2,5,24.6,4.2,0
576310102,Himmelsberg,57631,Sarreguemines,52.6,25.6,12820,20100,30230,0.87,5340,10880,14550,17120,23440,27510,33100,44480,8.3,11.5,0.418,64.6,52.6,2.3,9.7,29,6.4,0
576310103,Beausoleil,57631,Sarreguemines,NA,NA,4860,10720,19040,1.32,330,3880,5880,8370,13360,17260,22750,32190,97.7,31.2,0.5,65,55.5,4.6,4.9,31.5,3.5,0
576310104,Centre Ville,57631,Sarreguemines,39.1,44.6,6080,14510,23270,1.18,0,4830,8010,11550,17810,21380,25960,33420,NA,35.1,0.475,64.5,56.4,3.9,4.2,29.7,5.8,0
576310105,Blauberg,57631,Sarreguemines,47.6,36.9,8080,17630,27700,1.11,750,6050,10270,14180,21440,25300,30730,43190,57.9,31.6,0.488,69,59,2.7,7.3,23.8,7.2,0
576310106,Blies Nord,57631,Sarreguemines,52.4,21.9,13870,21250,30540,0.78,7770,12040,15500,18430,23590,27410,33410,42560,5.5,8.2,0.37,61.3,52.3,3,6,33,5.7,0
576310107,Blies Sud,57631,Sarreguemines,48,36.1,9700,17410,27510,1.02,1910,7790,11220,14500,20980,24930,30250,39660,20.8,17.9,0.43,59.5,52.8,3,3.7,34.9,5.6,0
576310108,La Cité,57631,Sarreguemines,41.3,40.9,8300,14970,23250,1,2260,6410,9370,12650,17880,21210,25190,30670,13.6,16.1,0.414,64.4,59,3.6,1.8,32.3,3.3,0
