NombreEmpresa,NumExpediente,IdentificacionFiscal,TipoDeContrato,Municipio,Provincia,Pais,DT_RowId
"CONSTRUREY GALICIA, S.L.U.",21789,A48022461,Servicios,BILBAO,VIZCAYA,ESPAÑA,BMVgutFK10Lz5cziNLZPhg..
"CONSTRUREY GALICIA, S.L.U.",404,A48028435,Obras,BILBAO,VIZCAYA,ESPAÑA,fmBZJRyVAr4PbkrSEk3RGg..
"CONSTRUCCIONES Y OBRAS TABOADA RAMOS, S.L.",4706,A48035141,Obras,BILBAO,VIZCAYA,ESPAÑA,RF-SZ7ru77xfWVe_vkW_Xg..
"CONSTRUCCIONES Y OBRAS TABOADA RAMOS, S.L.",32073,A48035141,Servicios,BILBAO,VIZCAYA,ESPAÑA,qjgTJmGLF5y5-i40ntqdKQ..
"SERVACE, S.L.",21826,A48035802,Servicios,BILBAO,VIZCAYA,ESPAÑA,fG8tEjoPoh_mN1o9u0ye4A..
"EXCAVACIONES AZKARRETA, S.L.",69067,A48045843,Servicios,BILBAO,VIZCAYA,ESPAÑA,hHejcTRGWEiCUq-KSHN5oA..
"EXCAVACIONES Y TRANSPORTES LEKEN, S.L.",196,A48045843,Obras,BILBAO,VIZCAYA,ESPAÑA,eEXIkn4MPwTItiPP2-ALbg..
"BROOKS, DISEÑO-PUBLICIDAD-INGENIERIA-ARQUITECTURA, S.L.",5646,A48059208,Obras,BILBAO,VIZCAYA,ESPAÑA,7Fo8gyKbPppsnk1vEOSLNQ..
"CONTRATAS ELORRIN, S.L.",39489,A48059208,Servicios,BILBAO,VIZCAYA,ESPAÑA,f7JfZmlXFnx0NbC-85FjFQ..
"OESIA NETWORKS, S.L.",7574,A48061543,Obras,BILBAO,VIZCAYA,ESPAÑA,bxIjiXJ191gPrQs7JiYJWA..
"TECNICAS DEL AGUA - UREN, S.L.",68962,A48061543,Servicios,BILBAO,VIZCAYA,ESPAÑA,cRgoQloWeaYYE0nfBVqckw..
"AEROSPACE ENGINEERING GROUP, S.L.",2794,A48062277,Obras,BILBAO,VIZCAYA,ESPAÑA,gFPqKWd-hyxYkXzqh-z14w..
"SAINZ E HIJOS LOGISTICA, S.L.",23251,A48062277,Servicios,BILBAO,VIZCAYA,ESPAÑA,S49PGfQ_Tf9eKHmx4K-oiQ..
"MENDIBIL 2002, S.L.",6863,A48062418,Obras,BILBAO,VIZCAYA,ESPAÑA,4MJ_-GwT2nq3TqdBzJMzBQ..
"MENDIBIL 2002, S.L.",22310,A48071518,Servicios,BILBAO,VIZCAYA,ESPAÑA,lRcn49WY0SC7e3IpRG9z7A..
"DATA BASE STORAGE, S.L.",3603,A48073274,Obras,BILBAO,VIZCAYA,ESPAÑA,gy_DNFpLRtFHk9OK9P-bbQ..
CONSTRUCCIONES OBRAS Y SERVICIOS ELIDOS SL,33931,A48094536,Servicios,BILBAO,VIZCAYA,ESPAÑA,rtsS1VtFPJeZ7yAVXDPkww..
TAMOIN S.L.,39675,A48108484,Servicios,BILBAO,VIZCAYA,ESPAÑA,VA8u_2SryZaWmnaxkxQCcA..
"BELDARRAIN ASESORAMIENTOS MARITIMOS, SL",6486,A48108484,Obras,BILBAO,VIZCAYA,ESPAÑA,wzGdkrE9kvqwE9Fs6QGCBQ..
"ELAI SERBITZUAK, S.L.",42019,A48119036,Servicios,BILBAO,VIZCAYA,ESPAÑA,eTvER0ecvJexmJvey5-Mtw..
"AMBAR SEGURIDAD Y ENERGIA, S.L.",6427,A48119036,Obras,BILBAO,VIZCAYA,ESPAÑA,grzWLxEIIPGMAZOL4zLjog..
"AMBAR SEGURIDAD Y ENERGIA, S.L.",33325,A48127229,Obras,BILBAO,VIZCAYA,ESPAÑA,e77BDH__1N5Jz27IZ1_00w..
"CONSTRUCCIONES AIKAR ANAIAK, S.L.",31255,A48138655,Servicios,BILBAO,VIZCAYA,ESPAÑA,Y4S-NkZJfWxYynmVZjvW1w..
"ARCON DESESCOMBROS, S.L.",25235,A48140677,Servicios,BILBAO,VIZCAYA,ESPAÑA,fFo6f1rKze8o-vuSGv1sSg..
"GRUPO SIFU EUSKADI, S.L.",25463,A48148647,Servicios,BILBAO,VIZCAYA,ESPAÑA,-wA6CvheN2KTGg12NMygmw..
"GEOTUNEL, S.L.",38605,A48172837,Obras,BILBAO,VIZCAYA,ESPAÑA,p_rGRw2CSVhuvMFOG2ON6g..
"CESPA JARDINERIA, S.L.",39964,A48176614,Servicios,BILBAO,VIZCAYA,ESPAÑA,0oexmejIgjlMeoe35wzwXA..
"SOCIEDAD VASCA DE MINUSVALIDOS BIDAIDEAK, S.L.",35592,A48184170,Servicios,BILBAO,VIZCAYA,ESPAÑA,07xgpd87Ti6ON4-ZMP1QJQ..
LIMPIEZAS BILUR SL,79757,A48190839,Obras,BILBAO,VIZCAYA,ESPAÑA,hUqy_IN-DbUwHyD6mVtbfw..
"CLYMAGRUP JCT, S.L.",25166,A48221196,Servicios,BILBAO,VIZCAYA,ESPAÑA,URvo8FObj9QBAzwlmuRLLQ..
"ALSE SERVICIOS AUXILIARES, S.L.",42446,A48224224,Servicios,BILBAO,VIZCAYA,ESPAÑA,MavsCb96jKVVto_cuCGJtw..
"CAF TURNKEY & ENGINEERING, S.L.",37732,A48464663,Servicios,BILBAO,VIZCAYA,ESPAÑA,M151mbasZXwM2I2R1UcyNw..
"CAF TURNKEY & ENGINEERING, S.L.",41059,A48820229,Obras,BILBAO,VIZCAYA,ESPAÑA,iXIBtkx5dL08RgAwt0XwsA..
"EKOLEDS INNOVATIONS, S.L.",77193,A66141219,Servicios,BILBAO,VIZCAYA,ESPAÑA,gMYrAlWzHzQPBs7yz5w8ag..
"EKOLEDS INNOVATIONS, S.L.",77222,A66141219,Obras,BILBAO,VIZCAYA,ESPAÑA,XC0G1niSLxiL99h4n5ltcg..
TECMAN SERVICIOS DE VALOR AÑADIDO S L,81462,A95034856,Obras,BILBAO,VIZCAYA,ESPAÑA,aa5RmMMQfXCjMcb6KIE7Lw..
TECMAN SERVICIOS DE VALOR AÑADIDO S L,81854,A95158895,Obras,BILBAO,VIZCAYA,ESPAÑA,Yres00jwsI85JkdOdMGXew..
"WIFINOVA, S.L.",79076,A95213104,Obras,BILBAO,VIZCAYA,ESPAÑA,nSCfiV3ff1ti-PH7Y0bt-A..
"CORREO INTELIGENTE POSTAL, S.L.",58693,A95265195,Servicios,BILBAO,VIZCAYA,ESPAÑA,1Iv_Rzvoch-j9XHKUD_GOA..
LANMEDIA COMUNICACIONES SL,70591,A95288221,Servicios,BILBAO,VIZCAYA,ESPAÑA,HjmRAI5m-uNo7boWOYjuRQ..
"INGECLIMA, S.L.",80861,A95723755,Servicios,BILBAO,VIZCAYA,ESPAÑA,JJ2RcH4hwDCGv4jPvByqYQ..
"ORIZON CONSTRUCTORA Y MEDIO AMBIENTE, S.L.",82018,A95889523,Servicios,BILBAO,VIZCAYA,ESPAÑA,WvobAKeGPwJLX6KAHAzJ0A..
"ORIZON CONSTRUCTORA Y MEDIO AMBIENTE, S.L.",59141,B20714465,Servicios,BILBAO,VIZCAYA,ESPAÑA,mdukgdgrOi7xqeZZ8tHiCA..
"ESTUDIOS Y OBRAS RECALDE, S.L.",21171,B39021217,Servicios,BILBAO,VIZCAYA,ESPAÑA,0X0lqXnQdjkX9VQ81as3eA..
"BILBO GUARDAS SEGURIDAD, S.L.",37530,B48061394,Obras,BILBAO,VIZCAYA,ESPAÑA,1pZ4ycVLs4xXAXiCqz3RMw..
"DEXBER DEMOLICIONES Y EXCAVACIONES, S.L.",6423,B48109821,Obras,BILBAO,VIZCAYA,ESPAÑA,uw3mmZlRJPsZocPE-eOsTw..
"REFORMAS IBARGUREN, S.L.",11425,B48161087,Obras,BILBAO,VIZCAYA,ESPAÑA,WEWbJFaLuoSVDrf2_8J7bQ..
"EUREST EUSKADI, S.L.",44472,B48242549,Servicios,BILBAO,VIZCAYA,ESPAÑA,LQh8BmQO9NIs-hlC2tb60A..
"PROSERTEK, S.L.",32233,B48284921,Obras,BILBAO,VIZCAYA,ESPAÑA,WhbyzxEZISeBs_h-uyZVbQ..
"OHNER INNOVACION, S.L.",54143,B48291421,Obras,BILBAO,VIZCAYA,ESPAÑA,NdBR49yzCC5F_PvpL_m4iQ..
"AR - GOIZARGI, S.L.",39525,B48301865,Servicios,BILBAO,VIZCAYA,ESPAÑA,aOVMyw5IWJKBV-799kvgzw..
"HISPAPROTECT, S.L.",56540,B48303036,Servicios,BILBAO,VIZCAYA,ESPAÑA,ytAMBsESafSXIYDWrmgQQw..
"BEROSTI GEST, S.L.",39494,B48423727,Servicios,BILBAO,VIZCAYA,ESPAÑA,3yjTQvIYPldfzrCwCnAqgQ..
"OBRAS SERVICIOS INTERIORISMO Y ACUSTICA JOLATZ, S.L.",55700,B48472500,Obras,BILBAO,VIZCAYA,ESPAÑA,-Va_wksOnMeXNNELySqyqw..
"CLIMATIZACIONES ETXEA, S.L.",71561,B48474852,Servicios,BILBAO,VIZCAYA,ESPAÑA,EXP6tij9Azj6oMYeF9A5KQ..
"ADI TECHNICAL SOLUTIONS, S.L.",41088,B48486161,Servicios,BILBAO,VIZCAYA,ESPAÑA,m53B47whf1iuZQFMXiBAKw..
"ADI TECHNICAL SOLUTIONS, S.L.",36127,B48540538,Servicios,BILBAO,VIZCAYA,ESPAÑA,KHxQTWDZzZ1CErCbIo4VaQ..
"SERVACE INTEGRA, S.L.",39330,B48540538,Obras,BILBAO,VIZCAYA,ESPAÑA,uMAGi4TOtu9-tCgJeZ10pg..
"BEZEL ERAIKETA ETA ZERBITZU, S.L.",43828,B48589477,Servicios,BILBAO,VIZCAYA,ESPAÑA,fkk7z-s0Xp_KUqGYsW0t5A..
"ARALAR - LANAK ZERBITZUAK, S.L.",45082,B48651616,Obras,BILBAO,VIZCAYA,ESPAÑA,_Zim319SUY3Z-P-a3WAO-w..
"MOELPLA, S.L.",50800,B48651616,Servicios,BILBAO,VIZCAYA,ESPAÑA,4DezMToSeKWhnGSgHiahLA..
"PABOGAR, S.L.",69670,B48667299,Servicios,BILBAO,VIZCAYA,ESPAÑA,Z9riAIE-_S8ZrCaVKZzwxw..
"CONTA - LABOR, S.L.",54680,B48781256,Servicios,BILBAO,VIZCAYA,ESPAÑA,IJEr1jadN-qaVGxI01_lhA..
"HERTOCAR, S.L.",63631,B48848634,Servicios,BILBAO,VIZCAYA,ESPAÑA,TSuqU7h_P9gcTOe7-kDG8Q..
MANTENIMIENTO DE ESTACIONES SOCIEDAD LIMITADA,78478,B48861280,Obras,BILBAO,VIZCAYA,ESPAÑA,HLojQtUtxWqxY0FOGy3etA..
MANTENIMIENTO DE ESTACIONES SOCIEDAD LIMITADA,81063,B48977995,Servicios,BILBAO,VIZCAYA,ESPAÑA,2gIOGU04VcTRNGLrKqce3w..
"SEÑALIZACIONES Y OBRAS FERNANDEZ, S.L.",73255,B95033775,Obras,BILBAO,VIZCAYA,ESPAÑA,dkvFKUORVzFAN9RUcqWFaw..
"SEÑALIZACIONES Y OBRAS FERNANDEZ, S.L.",63423,B95345740,Servicios,BILBAO,VIZCAYA,ESPAÑA,cyGDSDZQ4uRya0uYwSdnnA..
"RIEGOS POUS, S.L.",68935,B95398939,Servicios,BILBAO,VIZCAYA,ESPAÑA,lgmLH7Zg6OckFQUsR4FX0A..
"AUTOCARES JOSE PUERTO, S.L.",80171,B95478368,Servicios,BILBAO,VIZCAYA,ESPAÑA,f6SIbA3nmAOsldmdUlGK6A..
"BSG INGENIEROS , S.L.",74523,B95607396,Obras,BILBAO,VIZCAYA,ESPAÑA,OBFvtQvHBgAR4MSLwa939Q..
"SERVICIOS DE COLABORACION INTEGRAL, S.L.",75436,B95616868,Obras,BILBAO,VIZCAYA,ESPAÑA,ohc8PZ7wXQSAN1jcW3B-Dw..
"SIMBUS, S.L.",75451,B95616868,Servicios,BILBAO,VIZCAYA,ESPAÑA,NjSi_XnoiIhbv6-XoqF0Nw..
"VICENTE SUBIELA, S.L.",75165,B95636981,Obras,BILBAO,VIZCAYA,ESPAÑA,smvu_tZr4v1_Yq_TemTlCg..
"STARBUS, S.L.",74383,B95640488,Servicios,BILBAO,VIZCAYA,ESPAÑA,-zqjPAxLyb4SjHYQML1QbQ..
"MEDITERRANEO PROCESO GRAFICO, S.L.",81200,B95660635,Obras,BILBAO,VIZCAYA,ESPAÑA,lakx5onRSFxpnKH31FAc1g..
"LOBBY COMUNICACION, S.L.",81723,B95675591,Obras,BILBAO,VIZCAYA,ESPAÑA,IMhp-QulggXZfvW2s3Cgig..
"AUTOCARES ASOCIACION PRO HOGAR SOCIAL JUVENIL, S.L.",81882,B95705026,Servicios,BILBAO,VIZCAYA,ESPAÑA,4oe2s1hgX0dttmF4vVgcSA..
"AUTOCARES J. SARRION, S.L.",81165,B95705984,Servicios,BILBAO,VIZCAYA,ESPAÑA,N4UsSvGbswSDPZ8LVqyW3A..
"PRODEVELOP, S.L.",79850,B95877114,Obras,BILBAO,VIZCAYA,ESPAÑA,0DPSAnlSb-c5hUrGmqAoew..
"AUTOCARES RAMON, S.L.",81304,B95985701,Obras,BILBAO,VIZCAYA,ESPAÑA,3FvfZ1ZRRWAnDk5H3uGFsQ..
"REGENERACIO FORESTAL,S.L.",33565,B96067400,Servicios,BILBAO,VIZCAYA,ESPAÑA,02PX0esQqByvpY8bNAKX2g..
"REGENERACIO FORESTAL,S.L.",37645,F48130975,Servicios,BILBAO,VIZCAYA,ESPAÑA,yinbVK9eKpfOkd11vu_USQ..
"OFICINA TECNICA D`EDIFICACIO DE LA CIUTAT VELLA, S.L.",81424,A48169445,Obras,DERIO,VIZCAYA,ESPAÑA,xFDI9RZD6W4UW0ImsyV-RA..
"CONSTRUCCIONES MICO FERRANDIZ, S.L.",68675,A48713416,Obras,DERIO,VIZCAYA,ESPAÑA,MJljn16egYMqHf66T2hKfQ..
"CONSTRUCCIONES MICO FERRANDIZ, S.L.",73116,A48713416,Servicios,DERIO,VIZCAYA,ESPAÑA,WUKuR0H0Y8n-EHALWsF-2Q..
INSTALACIONES VILCHES SL,54017,A48766695,Servicios,DERIO,VIZCAYA,ESPAÑA,Kb4Do4GhslfDUQvDcziRxw..
"SERVEIS INTEGRALS LAFUENTE, S.L.",45419,B48145155,Servicios,DERIO,VIZCAYA,ESPAÑA,fgi_gi4Vm4sRuwmK1kG6AQ..
"DISEÑO Y OBJETIVOS DE CONSTRUCCION, S.L.",60102,B48845523,Obras,DERIO,VIZCAYA,ESPAÑA,0uO_UHS0KOGB9N22pPlKyQ..
"LA BENIGANENSE, S.L.",81198,B48845523,Servicios,DERIO,VIZCAYA,ESPAÑA,zAxINltnQv4VfTYOIm_dxg..
"AMBULANCIAS LAPEÑA, S.L.",77815,B95682696,Servicios,DERIO,VIZCAYA,ESPAÑA,whrj1_6bgLPYRv76ZMjwZw..
"IBAR BUS, S.L.",30492,A48298426,Obras,DURANGO,VIZCAYA,ESPAÑA,fc4pxdNO1q4lyLKdkoySPQ..
"GENERAL DE ANALISIS, MATERIALES Y SERVICIOS, S.L.",80028,A95567756,Obras,DURANGO,VIZCAYA,ESPAÑA,1ZEYvh_jGRI-lx6cvqU5qQ..
"TECNICAS INFORMATICAS IVAL, S.L.",43975,B48854483,Servicios,DURANGO,VIZCAYA,ESPAÑA,FsXdiaLiDcNvGvR6MnQ_DQ..
"MEDITERRANEA DE CONSTRUCCIONES Y VIALES, S.L.",40244,A48115638,Servicios,ELORRIO,VIZCAYA,ESPAÑA,1e4flBoSkvo7O99-iwDpEA..
"MEDITERRANEA DE CONSTRUCCIONES Y VIALES, S.L.",55309,B95014700,Obras,ELORRIO,VIZCAYA,ESPAÑA,9Ls1fgSGlT34CEuyojTgYg..
"ABC ARQUITECTURA MODULAR, S.L.",31369,A48024038,Servicios,ERANDIO,VIZCAYA,ESPAÑA,BKdtvgCHULhRKupMxjRj_w..
"REPARACIONES Y CONTRATAS RODRIGUEZ, S.L.",6584,A48024038,Obras,ERANDIO,VIZCAYA,ESPAÑA,Qxg70IkPrI-gytSjkuTWMA..
"REPARACIONES Y CONTRATAS RODRIGUEZ, S.L.",40171,A48204515,Servicios,ERANDIO,VIZCAYA,ESPAÑA,SBoT6lXgjzGdTsTsmguAGg..
"T.P. INSTALACIONES, S.L.",49388,A48710784,Obras,ERANDIO,VIZCAYA,ESPAÑA,9CUzuVcanut0u51FAUZgng..
"T.P. INSTALACIONES, S.L.",77595,A95764940,Servicios,ERANDIO,VIZCAYA,ESPAÑA,DUEyO4U5R4O1sta_rhA9HQ..
"CONSTRUCCIONES GOMUÑOZ, S.L.",77596,A95764940,Obras,ERANDIO,VIZCAYA,ESPAÑA,Yoxk4FX72JmlQ4mWMaCUJw..
"CONSTRUCCIONES GOMUÑOZ, S.L.",10633,B48133862,Obras,ERANDIO,VIZCAYA,ESPAÑA,mJkSwCcJroo8y0hTIx_bag..
"CANALIZACIONES Y DERRIBOS SAFOR, S.L.",73475,B48419378,Servicios,ERANDIO,VIZCAYA,ESPAÑA,e_qUbG8m--oXbvbwm9vG5A..
"CANALIZACIONES Y DERRIBOS SAFOR, S.L.",55781,B48960611,Servicios,ERANDIO,VIZCAYA,ESPAÑA,By3X1NW-9TUg4zHOIU4GOg..
"LOPEZ INSTALACIONES ELECTRICAS, S.L.",75694,B95003166,Servicios,ERANDIO,VIZCAYA,ESPAÑA,XzDKxO6SX69ygj-pk0kBFw..
"LOPEZ INSTALACIONES ELECTRICAS, S.L.",73273,B95229159,Servicios,ERANDIO,VIZCAYA,ESPAÑA,h5lkMmwzOjAoYcHoS66nmQ..
"CLASICA URBANA, S.L.",72913,B95239257,Obras,ERANDIO,VIZCAYA,ESPAÑA,1DYc66dV5ke4Iw8vafHhpQ..
"DEPURACION DE AGUAS DEL MEDITERRANEO, S.L.",73460,B95472965,Servicios,ERANDIO,VIZCAYA,ESPAÑA,B9rjqQZVxT2C9t0x5OUPqw..
"DEPURACION DE AGUAS DEL MEDITERRANEO, S.L.",75794,B95542858,Obras,ERANDIO,VIZCAYA,ESPAÑA,ry1U2n4LiYhAzCG09sKjnw..
"MARE NOSTRUM SERVICIOS GRAFICOS, S.L.",75705,B95542858,Servicios,ERANDIO,VIZCAYA,ESPAÑA,27O6jB3sQqcskbEhNHedtQ..
"SERVICLIMA - SERVICIO DE CLIMATIZACION, S.L.",76638,B95607008,Servicios,ERANDIO,VIZCAYA,ESPAÑA,NPIf57NNTkr4dr2IzD9KAQ..
"VARESER 96, S.L.",81260,B95829891,Servicios,ERANDIO,VIZCAYA,ESPAÑA,XW7B9Dj17w3-gNo6ou3JXg..
"VARESER 96, S.L.",69085,B48451587,Servicios,"ETXEBARRI, ANTEIGLESIA DE",VIZCAYA,ESPAÑA,Ovt1RonyWpgl0okQZMqKIA..
"OBRAS Y CONSTRUCCIONES ANDISA, S.L.",78687,A48113583,Servicios,GALDAKAO,VIZCAYA,ESPAÑA,j5UXkDMILhb6K3twt2qMVw..
"SERVAR GM, S.L.",55607,A48113583,Obras,GALDAKAO,VIZCAYA,ESPAÑA,YzuJlbyNM7lWW-yvkEK0kA..
"TELEMIRA, S.L.",55818,B48514335,Servicios,GALDAKAO,VIZCAYA,ESPAÑA,9fh1HIcLSYyHhPzTw-ZKRg..
"GANDIBUS, S.L.",54067,B48514335,Obras,GALDAKAO,VIZCAYA,ESPAÑA,ITFoSsoMBIQMHVikThM-JA..
"EDIFICACIONES Y CONSTRUCCIONES VERDOY, S.L.",60400,B48886592,Obras,GALDAKAO,VIZCAYA,ESPAÑA,4kT-60kJc_6M4gAMXRHDpw..
"STV COMUNICACION, S.L.",79937,B48886592,Servicios,GALDAKAO,VIZCAYA,ESPAÑA,rL6xfUrsYfSi3_MQ57IoYQ..
"LLORET PROTECCION, S.L.",60274,B95084703,Obras,GALDAKAO,VIZCAYA,ESPAÑA,ziVihtQNz-kAGKCq2BLURg..
"LLORET PROTECCION, S.L.",80217,B95784948,Obras,GALDAKAO,VIZCAYA,ESPAÑA,DGVPIcDZNZ-wZBgaXsvixQ..
"V3J INGENIERIA Y SERVICIOS, S.L.",80218,B95784948,Servicios,GALDAKAO,VIZCAYA,ESPAÑA,n8CrZyWUiI4jAuBWNmluTA..
"AMBULANCIAS SANCHEZ, S.L.",35080,A48150304,Obras,GERNIKA-LUMO,VIZCAYA,ESPAÑA,NNSrKNwoE9ujTfU13w00yQ..
"FRANCISCO MARTINEZ  GRUPO TECNOLOGICO, S.L.",42512,A48150304,Servicios,GERNIKA-LUMO,VIZCAYA,ESPAÑA,UkQ_Jm0Cv8OEDDrVHYRsTg..
"IDM SISTEMAS DE COMUNICACION, S.L.",37964,B48525893,Obras,GERNIKA-LUMO,VIZCAYA,ESPAÑA,G5yMMJqYEIpUUMjBFg1F4w..
"AUTOCARES BRIZ, S.L.",76257,B48525893,Servicios,GERNIKA-LUMO,VIZCAYA,ESPAÑA,PRrAItqeVw3ppZoxiXIS6A..
"SISTEMAS ELECTRICOS QUART, S.L.",56090,A48581904,Servicios,GETXO,VIZCAYA,ESPAÑA,5SHVNsPjTbQRlPs9fynXNQ..
"APLOMAT, S.L.",11386,B48110860,Obras,GETXO,VIZCAYA,ESPAÑA,qJrgc_xxc_lgsS2UjQuOLQ..
"MIGUEL RIBERA AUTOCARES, S.L.",75502,B48241483,Obras,GORDEXOLA,VIZCAYA,ESPAÑA,T-7SQvfwewlbNYyzi5Kz4Q..
"GERMANIA DE INSTALACIONES Y SERVICIOS, S.L.",73668,B48241483,Servicios,GORDEXOLA,VIZCAYA,ESPAÑA,h5FQCfHPTBn1Z9gZoLI43A..
"GERMANIA DE INSTALACIONES Y SERVICIOS, S.L.",78347,A95740528,Servicios,LEIOA,VIZCAYA,ESPAÑA,Ffjy3pPwksGp0ciCkdcORg..
"AUTOS DIAMOND, S.L.",55570,B95077251,Servicios,LEIOA,VIZCAYA,ESPAÑA,rK3GG7QHkjCcrPhLW6HlYw..
"EMVI BUS, S.L.",70963,B95351250,Servicios,LEIOA,VIZCAYA,ESPAÑA,kk9WhlGV9BNWR5FqlMgzOA..
"LA IMPRENTA COMUNICACION GRAFICA, S.L.",76681,B95582730,Servicios,LEIOA,VIZCAYA,ESPAÑA,O3Meueh0hZZyGl8zkjPfBw..
"AUSOLAN RCS, S.L.",45072,B48295844,Obras,LEMOA,VIZCAYA,ESPAÑA,qms-k-3Bx3BtgoxLWYuO7A..
"AUTOBUSES XATIVA, S.L.",77491,B48295844,Servicios,LEMOA,VIZCAYA,ESPAÑA,EF9dN-ILMYS1MsS0Z2I-0A..
"VERDU MASIP SERVICIOS, S.L.U",45962,A48118095,Obras,LOIU,VIZCAYA,ESPAÑA,-hMAHnl0eGDzOw2DbuyKBQ..
"VERDU MASIP SERVICIOS, S.L.U",34481,A48165427,Obras,LOIU,VIZCAYA,ESPAÑA,TRHRtapDboxNEvpZTF0j2Q..
"AUTOCARES YUSTE, S.L.",74771,A48581086,Servicios,LOIU,VIZCAYA,ESPAÑA,rKy5Tni18ngNA_G9SaOF_g..
"AUTOCARES DISCRECIONALES JOSE NAVARRO RUBIO, S.L.",65368,B48018600,Servicios,LOIU,VIZCAYA,ESPAÑA,gnwpwiLFyX1QOK-gDCn-xA..
"GERMANS GUAITA, S.L.",72822,B48079404,Servicios,LOIU,VIZCAYA,ESPAÑA,NChzYQ_QfCv3aV7z-gpqUg..
"AUTOCARES NAVARRO Y QUESADA, S.L.",73602,F01488261,Servicios,LOIU,VIZCAYA,ESPAÑA,dSRl8xDhVk9M2wOX_3mWag..
"SELLENT URBANA PROMOCIONES, S.L.",44002,B48716682,Obras,MAÑARIA,VIZCAYA,ESPAÑA,jwIkrW4P12t7qnSJfsHVKw..
"INSTANT LINK, S.L.",32237,A48417521,Servicios,MARKINA-XEMEIN,VIZCAYA,ESPAÑA,PDynTMMTe4qaH14CuzBeXg..
"ALBERO SOLANES, S.L.",12844,A48417521,Obras,MARKINA-XEMEIN,VIZCAYA,ESPAÑA,XYKwnkWmj2x6G9KmLyPTbg..
"OBRAS Y SERVICIOS SERCYOVAL, S.L.",61317,B95225082,Servicios,MARKINA-XEMEIN,VIZCAYA,ESPAÑA,nqFd1TDH5Ma7hCSFOjMXvQ..
"GUEROLA ARIDOS Y HORMIGONES, S.L.",61218,B95225082,Obras,MARKINA-XEMEIN,VIZCAYA,ESPAÑA,tRP3oeQQDby728EN9lhQ3w..
"GUEROLA ARIDOS Y HORMIGONES, S.L.",23594,A48145288,Servicios,MUNGIA,VIZCAYA,ESPAÑA,SGvntBbF9Vh_K2x-mZByoQ..
"S2 GRUPO DE INNOVACION EN PROCESOS ORGANIZATIVOS, S.L.",25295,A48152607,Servicios,MUNGIA,VIZCAYA,ESPAÑA,ZrAFH_4BL32nEezXZgvSnQ..
"COMPAÑIA VALENCIANA PARA LA INTEGRACION Y EL DESARROLLO, S.L.",31904,A48472211,Obras,MUNGIA,VIZCAYA,ESPAÑA,aFBaFffATdsyk7cJOHeRqg..
"ACTIVIDADES DE TRANSPORTES Y SERVICIOS ALTIPLANO, S.L.",49873,A48620181,Obras,MUNGIA,VIZCAYA,ESPAÑA,6Y45AhVsgROec5IAa_IGIA..
"GESTIO SOCIOSANITARIA AL MEDITERRANI, S.L.",70488,A48620181,Servicios,MUNGIA,VIZCAYA,ESPAÑA,RxuheeCIbyUXkn4nSVvQtw..
"BLUE - DEC, S.L.",78773,B48779508,Obras,MUNGIA,VIZCAYA,ESPAÑA,bR5U9ridNJtkqSLlGHLxAg..
"SEROVIAL, S.L.",77802,B48779508,Servicios,MUNGIA,VIZCAYA,ESPAÑA,dD8-peYwDZD70ljMfPkzKQ..
"SEROVIAL, S.L.",76250,B95698825,Obras,MUNGIA,VIZCAYA,ESPAÑA,Nk0RVJn4PwvhbS6HzvKExA..
"IMPLANTACIONES DE SISTEMAS DE GESTION, S.L.",77323,A95431607,Obras,MUSKIZ,VIZCAYA,ESPAÑA,H_d9LYpC_rRdrPQ4Xr3EwA..
"JARDINERIA VILLANUEVA, S.L.",38264,B48452338,Obras,MUXIKA,VIZCAYA,ESPAÑA,IGA3xV10iLHpSA8PwpHi5w..
"DONET PROMOCIONS, S.L.",38266,B48452338,Servicios,MUXIKA,VIZCAYA,ESPAÑA,9HqGX7Rl52_yksuEQZEt5w..
"DASITEL, S.L.",8895,A48081780,Obras,ORTUELLA,VIZCAYA,ESPAÑA,KXDbFiXUuPUTHdmOjK5D5Q..
"SERVICIOS Y PROYECTOS CATERING, S.L.",23769,A48081780,Servicios,ORTUELLA,VIZCAYA,ESPAÑA,8k9pCBDGsfNoQi_PZjWO3g..
DIGITAL VALUE S.L.,45454,A48679096,Servicios,ORTUELLA,VIZCAYA,ESPAÑA,cbZobLYuBSeybSCxzzy4cg..
"LEVANTINA, INGENIERIA Y CONSTRUCCION, S.L.",43680,A48679096,Obras,ORTUELLA,VIZCAYA,ESPAÑA,gbnQNg22ONCOHcib5PW0eg..
COLABORADORES DE LAS ADMINISTRACIONES PUBLICAS SOCIEDAD LIMITADA,72629,A95439584,Obras,ORTUELLA,VIZCAYA,ESPAÑA,hprMTCRr5NKQzKUn7BF7HQ..
"PROGES XXI, S.R.L.",72630,A95439584,Servicios,ORTUELLA,VIZCAYA,ESPAÑA,pR8GHWSq7RbeZXlm259rKQ..
"SOLER, MANTENIMIENTO Y SERVICIOS, S.L.",46766,B48619258,Obras,ORTUELLA,VIZCAYA,ESPAÑA,AuGcFkV1F-iLMFOF32szzw..
"RIEGOS CLIMENT, S.L.",46879,B48619258,Servicios,ORTUELLA,VIZCAYA,ESPAÑA,cBgJStDeouctfFbhMSSUuQ..
"EXDRECON, S.L.",80015,B95279022,Obras,SANTURTZI,VIZCAYA,ESPAÑA,NL9aR3aZuNUMVVxd_BPCig..
